Total population,Gross rent as a percentage of household income,Median household income (dollars),Percent below poverty line,STATE,zipcode
716.0,44.0,49063.0,4.2,29,64001
5060.0,267.0,76190.0,2.3,29,64145
27061.0,4518.0,72957.0,6.4,29,64151
367.0,39.0,58125.0,4.3,29,64455
188.0,19.0,53438.0,9.8,29,64467
351.0,43.0,43036.0,21.6,29,64475
901.0,64.0,53906.0,17.7,29,64479
175.0,2.0,61944.0,2.1,29,64480
455.0,31.0,45000.0,9.2,29,64486
4719.0,480.0,40795.0,13.0,29,64633
664.0,42.0,45125.0,5.9,29,64631
295.0,10.0,33750.0,30.2,29,64636
2894.0,257.0,51910.0,11.1,29,64640
914.0,32.0,40903.0,17.6,29,64642
187.0,7.0,58417.0,0.0,29,64645
447.0,15.0,54375.0,14.3,29,64667
630.0,35.0,51719.0,11.9,29,64688
535.0,5.0,62500.0,6.3,29,64722
2355.0,162.0,59600.0,5.7,29,64742
8095.0,814.0,37632.0,9.8,29,64744
2623.0,209.0,61087.0,7.9,29,64755
690.0,56.0,45000.0,19.8,29,64769
81.0,4.0,38125.0,0.0,29,64781
869.0,57.0,39091.0,9.1,29,64790
46.0,1.0,31875.0,9.1,29,64833
2566.0,108.0,69133.0,2.5,29,64855
419.0,11.0,53229.0,10.1,29,64857
15278.0,1821.0,51786.0,6.6,29,64870
843.0,7.0,51757.0,1.2,29,64873
428.0,16.0,62917.0,6.5,29,64017
2225.0,91.0,67790.0,2.4,29,64019
25.0,2.0,83750.0,0.0,29,64066
5404.0,683.0,57817.0,3.6,29,64067
17004.0,637.0,120288.0,2.1,29,64082
5003.0,3160.0,58966.0,12.3,29,64105
12129.0,239.0,138220.0,0.6,29,64113
22676.0,5220.0,45186.0,13.5,29,64131
2089.0,470.0,35302.0,21.8,29,64136
927.0,21.0,51250.0,0.9,29,64421
389.0,28.0,39750.0,10.8,29,64426
229.0,8.0,59333.0,3.9,29,64457
789.0,34.0,38516.0,23.0,29,64428
130.0,1.0,48125.0,4.8,29,64432
94.0,0.0,51818.0,2.8,19,50551
617.0,67.0,57500.0,6.7,19,50560
1523.0,99.0,60156.0,7.1,19,50568
379.0,13.0,46458.0,11.7,19,50577
2628.0,263.0,55286.0,9.1,19,50583
254.0,9.0,53281.0,2.7,19,50586
464.0,14.0,50536.0,7.8,29,64620
5987.0,735.0,41546.0,17.8,29,64628
535.0,17.0,52188.0,13.0,29,64630
3552.0,299.0,53365.0,13.5,29,64644
20102.0,2603.0,68003.0,7.5,29,64063
3464.0,147.0,75313.0,3.0,29,64070
9873.0,547.0,69155.0,3.2,29,64078
14616.0,1516.0,86756.0,3.9,29,64079
25490.0,2582.0,77755.0,3.5,29,64014
5784.0,361.0,66977.0,6.6,29,64062
28276.0,4680.0,52609.0,7.3,29,64093
9830.0,1511.0,36915.0,23.1,29,64123
15772.0,3327.0,27013.0,25.4,29,64127
20170.0,3714.0,32367.0,19.9,29,64130
2362.0,174.0,112846.0,1.0,29,64139
3427.0,952.0,34441.0,13.9,29,64150
8168.0,571.0,113654.0,1.7,29,64156
418.0,29.0,92845.0,9.4,29,64422
4302.0,509.0,41538.0,11.2,29,64424
95.0,7.0,47188.0,8.0,29,64441
397.0,1.0,54167.0,0.8,29,64459
5034.0,439.0,50688.0,12.8,20,66032
745.0,22.0,62321.0,6.4,20,66041
1355.0,121.0,56343.0,1.3,17,62560
454.0,19.0,52857.0,12.2,17,62570
659.0,50.0,40244.0,7.7,17,62617
1242.0,69.0,69032.0,4.9,17,62638
3668.0,307.0,59960.0,4.4,17,62640
258.0,10.0,46111.0,12.3,17,62663
2310.0,139.0,59821.0,5.7,17,62685
2152.0,126.0,49777.0,13.9,17,62692
29830.0,4769.0,40681.0,23.5,17,62703
290.0,18.0,30833.0,35.2,17,62811
10881.0,1250.0,43721.0,12.4,17,62812
1276.0,73.0,56250.0,11.2,17,62816
284.0,30.0,81250.0,3.1,17,62815
1986.0,96.0,60086.0,8.8,17,62868
2184.0,80.0,69828.0,8.3,17,62898
894.0,19.0,62321.0,8.7,17,62853
166.0,9.0,37813.0,20.4,17,62861
2007.0,68.0,45924.0,15.9,17,62907
122.0,4.0,44375.0,5.0,17,62076
396.0,58.0,47727.0,11.8,17,62248
389.0,19.0,63125.0,11.0,17,62282
19081.0,1070.0,72840.0,6.5,17,62305
16880.0,957.0,102455.0,1.7,17,62711
10395.0,870.0,97679.0,1.2,17,62712
150.0,0.0,48750.0,19.2,17,62841
373.0,30.0,45625.0,8.6,17,62856
4358.0,662.0,45164.0,12.2,17,62902
7781.0,1227.0,25821.0,26.5,17,62205
740.0,25.0,45556.0,9.6,26,49744
1953.0,98.0,38357.0,10.9,26,49747
1072.0,282.0,47159.0,10.6,26,49757
647.0,18.0,52500.0,6.5,26,49760
363.0,98.0,43857.0,75.8,26,49764
17045.0,2446.0,57714.0,5.3,26,49770
551.0,28.0,55208.0,1.4,27,56185
2216.0,125.0,60625.0,4.5,27,56209
220.0,0.0,66667.0,2.7,27,56226
1200.0,63.0,59464.0,4.2,27,56285
624.0,45.0,53125.0,10.6,27,56262
206.0,0.0,81917.0,0.0,27,56274
6310.0,667.0,55521.0,5.5,27,56283
436.0,17.0,54643.0,3.4,27,56291
55.0,0.0,44750.0,0.0,27,56294
865.0,27.0,60357.0,4.3,27,56297
1472.0,80.0,65278.0,3.4,27,56326
2395.0,60.0,79583.0,5.6,27,56331
2526.0,137.0,66813.0,3.0,27,56340
1034.0,29.0,56667.0,2.8,27,56343
1404.0,44.0,65156.0,7.3,27,56354
700.0,145.0,46154.0,20.5,27,56369
10778.0,759.0,72330.0,8.8,27,56374
7889.0,811.0,61710.0,3.9,27,56378
16905.0,2068.0,58185.0,5.2,27,56379
2459.0,187.0,62292.0,4.8,27,56381
380.0,90.0,42813.0,23.6,27,56384
29973.0,3404.0,52247.0,9.1,27,56401
8262.0,953.0,71338.0,5.1,27,56425
1467.0,85.0,51953.0,10.1,27,56440
948.0,29.0,42000.0,10.9,27,56447
301.0,9.0,51607.0,14.1,27,56448
3260.0,84.0,63750.0,4.8,27,56461
618.0,23.0,49125.0,3.3,27,56524
4414.0,316.0,80154.0,3.0,27,56529
261.0,2.0,71875.0,2.5,27,56546
2073.0,187.0,53700.0,7.7,27,56551
215.0,4.0,47917.0,0.0,27,56581
449.0,5.0,56875.0,4.6,27,56588
1258.0,97.0,65804.0,12.0,27,56010
4263.0,524.0,50922.0,6.2,27,56013
623.0,45.0,53875.0,11.0,27,56014
1717.0,39.0,80822.0,2.6,27,56017
847.0,44.0,60500.0,3.2,27,56019
676.0,58.0,44083.0,8.7,27,56027
369.0,25.0,55139.0,2.0,27,56033
1908.0,72.0,56708.0,4.1,27,56036
983.0,31.0,61071.0,9.9,27,56045
3535.0,329.0,53603.0,10.9,27,56062
4697.0,293.0,67000.0,4.5,27,56069
5803.0,494.0,54617.0,10.0,27,56081
2952.0,223.0,58097.0,1.7,27,56087
2105.0,200.0,58170.0,5.3,27,56098
1825.0,104.0,61354.0,3.2,27,56110
384.0,10.0,66429.0,0.9,27,56111
403.0,13.0,68611.0,5.1,27,56117
415.0,20.0,43125.0,7.8,27,56127
2102.0,143.0,61818.0,2.2,27,56128
777.0,57.0,55000.0,3.7,27,56129
67.0,0.0,57500.0,8.3,29,64420
54.0,4.0,56429.0,5.9,29,64654
1499.0,100.0,63750.0,5.6,20,67869
650.0,33.0,56750.0,3.2,20,67436
1581.0,83.0,77917.0,4.1,20,67443
649.0,26.0,50227.0,15.0,20,67454
229.0,14.0,61000.0,15.4,20,67459
1764.0,201.0,47778.0,14.9,20,67473
143.0,3.0,48250.0,9.5,20,67475
58.0,4.0,47917.0,0.0,20,67478
198.0,1.0,42708.0,0.0,20,67510
130.0,4.0,92917.0,25.5,20,67521
193.0,16.0,50000.0,11.4,20,67529
3227.0,359.0,51372.0,7.9,20,67544
1367.0,201.0,43207.0,1.9,20,67548
1750.0,122.0,61767.0,3.9,20,67560
1203.0,114.0,37679.0,11.1,20,67578
333.0,34.0,41250.0,10.8,20,67621
154.0,0.0,46250.0,3.4,20,67631
147.0,1.0,51667.0,0.0,20,67639
424.0,17.0,49750.0,0.0,20,67651
91.0,3.0,87083.0,15.4,20,67658
264.0,19.0,64196.0,0.0,20,67664
106.0,4.0,26964.0,16.7,20,67673
725.0,39.0,48250.0,8.4,20,67731
4176.0,253.0,52500.0,2.1,20,67654
71.0,3.0,37222.0,0.0,20,67659
77.0,8.0,31250.0,0.0,20,67660
3287.0,322.0,50665.0,6.5,20,67661
5104.0,479.0,45060.0,5.6,20,67665
2421.0,276.0,56650.0,10.0,20,67672
58.0,0.0,44688.0,0.0,20,67674
6500.0,855.0,60694.0,6.8,20,67701
186.0,14.0,49219.0,15.0,20,67739
429.0,15.0,55694.0,8.4,20,67764
30954.0,3767.0,51245.0,11.9,20,67801
895.0,76.0,63750.0,5.3,20,67834
318.0,12.0,43333.0,0.0,20,67841
907.0,53.0,49750.0,2.9,20,67140
2614.0,162.0,61150.0,7.7,20,67144
1566.0,118.0,37788.0,20.3,20,67361
10124.0,1138.0,52680.0,4.9,20,67410
147.0,4.0,55125.0,16.2,20,67417
523.0,37.0,63482.0,12.2,20,67425
233.0,16.0,41538.0,5.0,20,67438
4374.0,498.0,59318.0,3.9,20,67456
512.0,36.0,58125.0,10.5,20,67470
1646.0,112.0,57438.0,3.3,20,67480
280.0,9.0,57750.0,4.8,20,67520
916.0,118.0,44609.0,10.2,20,67009
861.0,39.0,54375.0,16.2,20,67038
707.0,57.0,42500.0,15.9,20,67047
143.0,6.0,52750.0,13.9,20,67061
286.0,7.0,62813.0,4.0,20,67065
5131.0,71.0,64412.0,12.5,22,70343
21055.0,2634.0,37907.0,18.8,22,70380
14483.0,756.0,55551.0,6.4,22,70452
1616.0,151.0,35847.0,35.7,22,70552
37430.0,9615.0,39827.0,17.2,22,70119
8490.0,453.0,72314.0,6.3,22,70420
36.0,0.0,36250.0,14.3,19,50593
376.0,36.0,67857.0,2.2,19,50599
242.0,26.0,61333.0,0.0,19,50605
822.0,69.0,60972.0,2.6,19,50634
1376.0,95.0,52917.0,11.6,19,50641
2194.0,69.0,79880.0,1.2,19,50647
5670.0,437.0,62963.0,2.1,19,50659
1332.0,90.0,58810.0,6.8,19,50660
6669.0,767.0,43219.0,5.9,19,50662
166.0,4.0,57596.0,10.0,19,50671
3733.0,238.0,67734.0,3.9,19,50674
12526.0,829.0,69485.0,4.3,19,50677
1897.0,111.0,73468.0,4.6,19,50682
2294.0,156.0,54107.0,6.4,19,50833
257.0,35.0,40625.0,5.1,19,50836
19446.0,2998.0,49258.0,7.7,19,50702
65.0,0.0,62500.0,0.0,19,50835
341.0,24.0,52895.0,16.8,19,50837
732.0,38.0,48333.0,8.7,19,50858
543.0,63.0,66250.0,5.5,19,50446
2283.0,119.0,60156.0,0.0,19,50458
2906.0,197.0,52267.0,5.2,19,50459
1680.0,97.0,51146.0,6.8,19,50466
619.0,48.0,48333.0,11.4,19,50471
549.0,36.0,48750.0,5.6,19,50479
620.0,43.0,62250.0,0.6,19,50524
531.0,38.0,46786.0,4.1,19,50026
2473.0,210.0,53227.0,12.2,19,50060
294.0,22.0,43250.0,5.0,19,50611
12572.0,1766.0,55420.0,10.0,19,50588
422.0,21.0,59688.0,8.9,19,50591
166.0,15.0,48929.0,3.8,19,50594
8988.0,1024.0,58417.0,6.9,19,50595
936.0,41.0,65852.0,4.9,19,50598
2638.0,141.0,58636.0,6.2,19,50601
43717.0,5555.0,62853.0,6.0,19,50613
10214.0,1425.0,46430.0,15.0,19,50616
3200.0,288.0,52014.0,5.7,19,50627
1287.0,67.0,57070.0,8.8,19,50628
1024.0,41.0,60461.0,2.0,19,50632
1584.0,123.0,62500.0,3.9,19,50635
1695.0,125.0,47228.0,6.6,19,50636
532.0,66.0,54205.0,13.1,19,50672
8329.0,807.0,49779.0,11.8,19,50707
9383.0,1256.0,46356.0,9.6,19,50801
158.0,9.0,44231.0,0.0,19,50860
202.0,17.0,62500.0,4.3,19,50862
187.0,4.0,65250.0,6.5,19,50863
35795.0,4915.0,51614.0,10.2,19,50315
28957.0,4325.0,51339.0,8.7,19,50401
283.0,25.0,58750.0,5.8,19,50420
161.0,15.0,36250.0,10.9,19,50465
1434.0,111.0,47679.0,5.4,19,52659
127.0,5.0,60156.0,0.0,19,52701
340.0,4.0,51750.0,1.2,19,52737
493.0,10.0,75833.0,0.0,19,52750
4331.0,375.0,61568.0,0.2,19,52778
283.0,14.0,52969.0,2.4,19,52765
19270.0,2933.0,45257.0,15.2,26,49783
5998.0,658.0,33036.0,37.6,26,49788
2240.0,79.0,41008.0,16.2,26,49799
31185.0,4997.0,33747.0,26.7,26,49022
6174.0,500.0,55731.0,11.8,26,49028
283.0,34.0,65417.0,0.0,26,49796
632.0,28.0,44167.0,12.0,26,49718
271.0,0.0,56923.0,0.0,26,49826
395.0,30.0,28125.0,8.3,26,49839
105.0,2.0,39375.0,25.0,26,49852
6271.0,440.0,45472.0,10.8,26,49854
78.0,7.0,26250.0,14.3,26,49864
3301.0,394.0,44775.0,5.2,26,49870
1871.0,64.0,59250.0,5.0,26,49885
673.0,25.0,44417.0,11.2,26,49891
1986.0,43.0,66607.0,7.9,26,49905
252.0,5.0,41389.0,0.0,26,49910
652.0,57.0,41563.0,12.2,26,49922
1000.0,83.0,33917.0,13.1,26,49963
21238.0,2261.0,47410.0,9.7,26,49017
29299.0,3674.0,66907.0,6.7,26,49024
7883.0,476.0,65700.0,1.3,26,49046
7640.0,519.0,62115.0,8.0,26,49053
6290.0,385.0,61154.0,6.5,26,49065
10286.0,367.0,84063.0,6.1,26,49071
2945.0,141.0,62703.0,4.4,26,49072
16160.0,883.0,65020.0,9.5,26,49080
7896.0,370.0,93900.0,3.2,26,49083
3316.0,221.0,42398.0,8.4,26,49746
3771.0,182.0,45845.0,11.8,26,49765
2304.0,152.0,47134.0,8.1,26,49766
1772.0,36.0,53750.0,9.6,26,49774
186.0,9.0,41250.0,12.3,26,49793
5981.0,898.0,42489.0,12.4,26,49802
223.0,12.0,62083.0,0.0,26,49808
749.0,13.0,62727.0,1.5,26,49816
917.0,26.0,44716.0,13.8,26,49835
603.0,5.0,48654.0,8.1,26,49840
558.0,22.0,50500.0,15.3,26,49871
1011.0,88.0,39405.0,14.2,26,49874
3344.0,143.0,53491.0,5.6,26,49878
975.0,35.0,36771.0,10.2,26,49879
652.0,15.0,38611.0,1.2,26,49895
3376.0,227.0,45594.0,13.6,26,49908
102.0,6.0,45625.0,8.8,26,49918
179.0,0.0,45875.0,19.0,26,49919
510.0,23.0,45625.0,11.6,26,49925
2773.0,82.0,63438.0,12.8,26,49241
5310.0,453.0,59387.0,6.1,26,49228
18028.0,1120.0,79765.0,3.4,26,49331
11639.0,582.0,73326.0,3.2,26,49333
12017.0,668.0,45767.0,10.8,26,49337
37505.0,1013.0,94895.0,3.8,26,49341
1308.0,98.0,49199.0,17.1,55,53826
1237.0,79.0,84583.0,1.7,55,53911
4389.0,298.0,39985.0,13.5,55,53934
2233.0,214.0,54315.0,11.1,55,53951
249.0,29.0,40000.0,0.0,55,53953
3228.0,245.0,56981.0,8.7,55,53956
821.0,9.0,61750.0,9.4,29,64436
561.0,26.0,57222.0,10.5,29,65614
27706.0,5003.0,50125.0,9.1,29,65616
1308.0,112.0,54286.0,11.0,29,65617
7400.0,386.0,61296.0,3.8,29,65619
1716.0,119.0,39185.0,17.2,29,65626
692.0,44.0,50417.0,19.5,29,65640
1655.0,65.0,44688.0,7.2,29,65646
1784.0,133.0,39831.0,10.7,29,65668
9622.0,1335.0,46284.0,6.9,29,65672
5176.0,575.0,33871.0,24.9,29,65689
3991.0,504.0,46609.0,11.4,29,65705
9888.0,975.0,35634.0,18.6,29,65711
88.0,0.0,61500.0,23.1,29,65766
1675.0,129.0,43276.0,3.0,29,65767
24860.0,2777.0,39904.0,14.6,29,65775
8745.0,615.0,68153.0,4.6,29,65781
146.0,8.0,38203.0,0.0,29,65783
5897.0,594.0,36838.0,9.6,29,65793
1885.0,164.0,44107.0,9.8,29,65274
493.0,15.0,54688.0,9.7,29,65339
36.0,2.0,65972.0,0.0,29,65320
1542.0,86.0,51304.0,6.3,29,65332
1885.0,217.0,44440.0,19.2,29,65337
6727.0,410.0,49757.0,14.2,29,65459
88.0,11.0,48750.0,0.0,29,65461
152.0,0.0,29219.0,0.0,29,65479
133.0,11.0,76786.0,0.0,29,65564
1770.0,126.0,22152.0,33.7,29,65571
12590.0,1217.0,44107.0,8.6,29,65605
8920.0,909.0,40700.0,18.3,29,65625
434.0,35.0,36364.0,6.8,29,65627
256.0,2.0,99375.0,0.0,29,65630
2545.0,250.0,46161.0,12.8,29,65632
1296.0,57.0,35893.0,17.2,29,65637
509.0,5.0,38182.0,12.3,29,65638
186.0,0.0,38668.0,17.1,29,65660
2479.0,245.0,47734.0,7.3,29,65679
3211.0,239.0,47768.0,16.8,29,65723
355.0,22.0,33938.0,8.2,29,65788
806.0,8.0,26012.0,29.4,29,65790
37461.0,7882.0,49351.0,8.9,29,65804
7514.0,618.0,61955.0,6.5,29,65018
1410.0,34.0,70577.0,2.4,29,65046
1415.0,161.0,61842.0,12.4,29,65047
7172.0,651.0,60840.0,15.7,29,65049
759.0,21.0,40729.0,20.7,29,65061
593.0,13.0,58750.0,5.3,29,65064
4337.0,347.0,44722.0,14.8,29,65081
1252.0,64.0,51538.0,6.4,29,65324
215.0,16.0,40042.0,50.9,26,49027
3284.0,178.0,60660.0,2.7,26,49032
3252.0,284.0,47969.0,9.8,26,49040
4723.0,407.0,50344.0,9.3,26,49042
6342.0,354.0,58506.0,8.3,26,49055
4434.0,186.0,57771.0,8.4,26,49067
2388.0,207.0,39949.0,20.6,22,70528
7359.0,422.0,41193.0,18.0,22,70092
4739.0,389.0,44146.0,17.4,22,70342
4387.0,443.0,46194.0,15.2,22,70032
25661.0,1647.0,83326.0,5.6,22,70448
19585.0,1316.0,52816.0,8.8,22,70520
868.0,18.0,55156.0,12.8,22,70658
1586.0,0.0,54750.0,0.0,22,70725
15683.0,1354.0,60435.0,8.2,22,70767
10183.0,656.0,72298.0,3.6,22,70818
237.0,17.0,100750.0,0.0,22,70352
2927.0,113.0,43864.0,16.1,22,70757
13135.0,451.0,78088.0,10.6,22,71006
1608.0,95.0,37643.0,24.7,22,71024
2012.0,187.0,28194.0,11.4,22,71073
6132.0,775.0,21107.0,37.3,22,71075
7112.0,394.0,72137.0,12.3,22,71078
4730.0,575.0,36105.0,26.1,22,71082
4623.0,868.0,52047.0,8.1,22,71110
15639.0,2851.0,55201.0,7.6,22,71115
1447.0,155.0,42938.0,6.9,05,71933
1760.0,140.0,36786.0,26.1,05,71973
2070.0,61.0,50556.0,8.8,05,71941
13996.0,1084.0,38874.0,19.4,05,71953
355.0,20.0,59167.0,13.1,05,71972
6167.0,627.0,35077.0,20.5,22,71417
2875.0,210.0,40685.0,22.1,22,71430
1226.0,99.0,43162.0,2.0,22,71450
3460.0,120.0,48698.0,14.2,22,71465
512.0,26.0,67500.0,14.5,22,71474
31346.0,4063.0,43137.0,13.7,05,71603
79.0,5.0,7171.0,100.0,05,71659
6617.0,363.0,48558.0,15.8,05,71667
546.0,22.0,37917.0,5.9,05,71676
1632.0,62.0,41250.0,8.2,05,71740
393.0,25.0,36875.0,28.3,05,71745
16660.0,1628.0,34547.0,22.9,05,71753
287.0,0.0,33929.0,26.0,05,71758
3441.0,146.0,44291.0,20.4,05,71770
8407.0,922.0,43836.0,11.5,05,71822
11362.0,926.0,48720.0,15.1,05,71832
355.0,16.0,38958.0,35.1,05,71839
2550.0,176.0,44130.0,20.6,05,71846
537.0,52.0,38516.0,20.4,05,71855
510.0,30.0,32417.0,12.9,05,71859
153.0,21.0,30893.0,8.9,05,71922
5276.0,281.0,107212.0,1.4,17,60021
37545.0,3908.0,94801.0,4.2,17,60031
5310.0,1140.0,63388.0,16.1,17,60040
8659.0,475.0,69728.0,6.2,17,60041
21134.0,874.0,179563.0,1.3,17,60045
26967.0,3248.0,104583.0,5.0,17,60061
384.0,41.0,45000.0,9.5,19,52595
1798.0,75.0,61875.0,2.5,19,52623
37476.0,3419.0,82056.0,4.3,19,52722
2005.0,176.0,65000.0,3.5,19,52747
640.0,31.0,78182.0,1.1,19,52769
27648.0,3170.0,50875.0,11.5,19,52804
931.0,40.0,54766.0,5.2,19,52620
731.0,65.0,74063.0,2.9,19,52621
2786.0,207.0,60043.0,3.3,19,52625
12398.0,1203.0,45173.0,9.9,19,52627
2558.0,216.0,60750.0,3.7,19,52637
200.0,19.0,62500.0,7.1,19,52647
802.0,47.0,75114.0,0.0,19,52650
155.0,0.0,33906.0,0.0,19,52660
5076.0,385.0,52852.0,4.0,19,52730
1067.0,44.0,84688.0,6.8,19,52746
2048.0,149.0,69438.0,3.1,19,52755
801.0,12.0,65313.0,0.9,19,52766
1580.0,44.0,69261.0,5.3,19,52768
5038.0,410.0,69565.0,1.1,19,52772
21583.0,2914.0,51367.0,11.7,19,52803
15521.0,2866.0,59895.0,5.7,19,52807
13453.0,658.0,75725.0,5.2,19,52003
456.0,59.0,48000.0,14.0,19,52030
1476.0,102.0,67847.0,4.9,19,52069
1008.0,58.0,51033.0,2.9,19,52070
2302.0,204.0,53197.0,2.9,19,52076
778.0,15.0,67500.0,2.1,19,52133
667.0,30.0,51750.0,5.9,19,52135
1340.0,42.0,59167.0,1.7,19,52155
1317.0,85.0,70682.0,4.7,19,52161
509.0,20.0,61250.0,6.1,19,52170
3535.0,397.0,53065.0,7.4,19,52175
4021.0,206.0,81667.0,2.1,19,52213
737.0,23.0,55000.0,10.1,19,52215
2049.0,93.0,76406.0,1.5,19,52218
3021.0,159.0,96111.0,1.6,19,52227
822.0,60.0,73682.0,4.3,19,52229
25195.0,3086.0,66605.0,5.3,19,52245
5130.0,367.0,63333.0,8.4,19,52247
225.0,1.0,76250.0,0.0,19,52257
358.0,38.0,51250.0,23.5,19,52321
982.0,38.0,75714.0,0.0,19,52053
7826.0,458.0,58883.0,4.6,19,52057
4650.0,208.0,101296.0,3.1,19,52068
1378.0,34.0,86513.0,0.0,19,52073
729.0,71.0,49917.0,0.0,19,52079
842.0,48.0,59583.0,1.3,19,52154
517.0,10.0,48462.0,6.3,19,52156
3669.0,380.0,55278.0,14.2,19,52162
335.0,11.0,69750.0,7.6,19,52164
654.0,36.0,62500.0,0.0,19,52165
4527.0,297.0,52578.0,4.8,27,55767
2489.0,151.0,55900.0,10.7,27,55769
3893.0,97.0,83944.0,4.4,27,55779
1694.0,55.0,67667.0,2.9,27,55797
25066.0,2880.0,89760.0,2.9,27,55902
1467.0,69.0,66838.0,3.1,27,55909
13999.0,1541.0,65335.0,8.2,55,53959
13887.0,1605.0,59132.0,5.6,55,53963
1882.0,102.0,72578.0,1.4,55,53001
20124.0,930.0,104534.0,2.8,55,53005
18335.0,1416.0,97500.0,1.5,55,53012
7745.0,734.0,59434.0,7.3,55,53014
50062.0,7872.0,82793.0,4.0,55,53711
23208.0,3544.0,56063.0,8.7,55,53545
3807.0,268.0,75300.0,4.7,55,53020
23279.0,2210.0,70162.0,4.4,55,53027
4839.0,548.0,62857.0,7.5,55,53032
2334.0,77.0,85859.0,1.7,55,53044
127.0,0.0,66656.0,0.0,55,53047
2208.0,126.0,76250.0,4.3,55,53065
685.0,16.0,110341.0,0.0,55,53069
25984.0,2698.0,92023.0,1.5,55,53072
1715.0,83.0,79412.0,5.0,55,53078
20983.0,1487.0,106565.0,3.9,55,53092
14148.0,1679.0,72039.0,1.5,55,53129
20252.0,1119.0,98625.0,2.2,55,53149
7635.0,438.0,73219.0,4.1,55,53010
5592.0,31.0,124107.0,0.8,55,53017
8145.0,572.0,79250.0,2.3,55,53040
37219.0,3783.0,82383.0,1.9,55,53051
5718.0,760.0,56558.0,8.4,55,53080
5437.0,280.0,82126.0,2.3,55,53104
9485.0,665.0,73205.0,5.0,55,53120
2973.0,278.0,62260.0,5.9,55,53156
2755.0,237.0,65841.0,5.4,55,53178
4182.0,527.0,57400.0,7.0,55,53184
41974.0,7562.0,38584.0,24.7,55,53218
40109.0,5875.0,51868.0,10.5,55,53221
23609.0,5606.0,51999.0,6.5,55,53227
2138.0,286.0,54038.0,13.6,55,53585
5098.0,421.0,77409.0,5.5,55,53594
1334.0,74.0,50588.0,8.0,55,53804
5077.0,333.0,68192.0,4.7,55,53807
8058.0,935.0,49916.0,7.0,55,53821
3345.0,524.0,36429.0,10.0,55,53910
22552.0,3335.0,54428.0,6.2,55,53916
111.0,9.0,68750.0,19.2,55,53928
1165.0,30.0,62031.0,5.9,55,53937
4079.0,243.0,58371.0,8.5,55,53946
6098.0,421.0,51458.0,6.9,55,53949
5676.0,499.0,81812.0,1.9,55,53955
7460.0,727.0,69402.0,8.8,55,53181
841.0,25.0,54375.0,20.0,55,53816
166.0,14.0,55625.0,2.3,55,53817
20799.0,3349.0,53483.0,8.0,55,53913
393.0,23.0,53000.0,6.7,55,53920
1437.0,87.0,52262.0,9.3,55,53924
3334.0,159.0,81250.0,1.9,55,53004
17903.0,2002.0,62095.0,4.3,27,55350
19286.0,1307.0,76082.0,3.8,27,55362
15348.0,1194.0,117944.0,1.4,27,55364
37450.0,2977.0,90735.0,2.9,27,55369
15528.0,628.0,128072.0,1.2,27,55374
45062.0,3610.0,88072.0,3.9,27,55379
4777.0,348.0,46104.0,12.8,26,49073
3802.0,97.0,82391.0,3.4,26,49088
256.0,0.0,115568.0,0.0,26,49116
66.0,7.0,46458.0,17.4,26,49119
2243.0,103.0,60521.0,6.3,26,49125
40423.0,4148.0,47952.0,11.0,26,49221
2088.0,121.0,53309.0,6.3,26,49235
9688.0,261.0,86625.0,2.1,26,49240
2373.0,281.0,43125.0,13.6,26,49252
2116.0,117.0,55057.0,11.0,26,49259
690.0,2.0,42125.0,24.5,26,49965
292.0,0.0,48958.0,3.2,26,49970
2100.0,50.0,64412.0,8.3,26,49264
6175.0,289.0,64259.0,4.2,26,49269
10296.0,164.0,75863.0,4.4,26,49323
1269.0,47.0,40625.0,10.0,26,49402
8553.0,420.0,66854.0,5.2,26,49404
1583.0,42.0,50000.0,7.9,26,49405
28521.0,2462.0,70504.0,4.2,26,49418
10755.0,914.0,70912.0,4.3,26,49127
513.0,0.0,80179.0,0.0,26,49129
45222.0,3907.0,56766.0,8.8,26,49201
2415.0,214.0,48833.0,9.4,26,49220
912.0,86.0,45781.0,9.9,26,49752
2075.0,57.0,50082.0,4.9,26,49753
1520.0,19.0,48625.0,5.4,26,49759
615.0,26.0,48083.0,14.5,26,49762
1671.0,152.0,46696.0,8.7,26,49769
11306.0,861.0,54944.0,6.8,26,49801
575.0,12.0,48917.0,3.5,26,49817
1021.0,66.0,53333.0,19.2,26,49827
221.0,4.0,51250.0,0.0,26,49834
453.0,20.0,31734.0,17.2,26,49838
1198.0,46.0,80544.0,3.3,26,49876
305.0,18.0,48750.0,2.9,26,49881
1399.0,65.0,52644.0,3.3,26,49893
215.0,0.0,32188.0,7.8,26,49901
937.0,37.0,34871.0,9.9,26,49912
475.0,11.0,49375.0,0.7,26,49927
230.0,0.0,54375.0,4.8,26,49929
7483.0,886.0,37659.0,12.4,26,49938
1942.0,110.0,37245.0,12.4,26,49968
478.0,11.0,41750.0,8.7,26,49971
2400.0,245.0,76250.0,8.9,26,49453
8932.0,229.0,72392.0,4.6,26,49460
10341.0,1721.0,61577.0,7.3,26,49544
2186.0,106.0,39750.0,7.1,26,49616
1113.0,35.0,48214.0,6.2,26,49625
1474.0,41.0,65990.0,4.0,26,49630
57.0,0.0,86750.0,0.0,26,49634
1927.0,83.0,46848.0,12.0,26,49680
33459.0,3256.0,65148.0,7.4,26,49686
1437.0,40.0,44063.0,7.0,26,49689
